vector_number,cf_w,cf_hatL,cf_hatR,diag_cf_λ,real_v,shock
1001,0.1373709580633653,-0.8869628493989645,1.00338192267182,-3.2989998066780934,0.4321657754501329,0.02365247870567333
1003,0.09903968515247996,-0.9154509859795379,-0.24679024750864365,-1.7902133079986005,0.30744879544124526,-0.005552228139847681
1005,0.12584990133370777,-0.05392047934056343,-0.14517340856345928,-1.5253462373637339,0.19779141329214767,-0.0073346214398655185
1007,0.1274216502678227,-1.4104645545122918,0.7420249184619365,-3.3053586510747968,0.662648627831075,0.02077321232942375
1009,0.1384308786235966,-1.7452348132352968,0.4680661078564796,-3.442904517676759,1.0765056992191546,0.01972540751855978
1011,0.12551884858977846,-0.4261284334314941,0.45397853403805755,-2.680577560060571,0.49657508439773235,0.010953344121144015
1013,0.11881031479519244,-0.8065857731592185,-0.13027696387769572,-1.8081026781464171,0.3522621806722137,-0.004238291901165869
1015,0.13740284098249234,0.16944694087659418,-0.19963470331763045,-1.1919539304573012,0.04888864572665241,-0.011328930988912411
1017,0.14399185717448582,0.09312347701493362,0.768072562137867,-2.782625760615609,0.33034960660416335,0.015187522106685503
1019,0.14424035925018064,-0.9408923084291421,0.709529985670132,-2.8956843308135416,0.4793519017961101,0.015777563159686148
1021,0.1384298150990837,-1.9967885135129704,0.49734853647454,-3.042983149019629,0.7242559274847293,0.015357655771982115
1023,0.11689474788565413,0.07601581479645958,0.09736173571461837,-1.4233774633273244,-0.1816316880307589,-0.005929348562324188
1025,0.11489825018302646,0.38887428088685283,-0.3975165874439357,-1.3611816755563555,0.25823308841395054,-0.011585750313574561
1027,0.14071191922984116,-0.7859980980272185,0.1503091396599876,-2.1599879874714345,0.44744257483668726,0.002266947808453157
1029,0.1485166952288841,-0.37949495130490396,1.0179479151591897,-3.098532972326762,0.36533753131866575,0.0210488992024791
1031,0.12211921436626749,-0.5318281365321198,-0.005412178984298688,-2.490396294750341,0.7613310701975351,0.004158650929403596
1033,0.12896777199662424,0.8019020267997279,0.6157105156052056,-1.8744401325604731,-0.2915116950579,0.004004268100883834
1035,0.11586357895485566,-0.12245112319971829,0.34951655004173965,-2.236131685175602,0.17956639677427777,0.005106271032881526
1037,0.1387250345529889,0.18302090663957493,1.4601825375465394,-3.6800325359061414,0.3080809344160329,0.03209119346198386
1039,0.11514745191094633,-0.5151074530244548,-0.30963960087370124,-1.3000116707639675,0.11396627784816538,-0.011335132270876125
1041,0.11921201060940412,-0.4136182173337555,0.3429353164465798,-2.397378211035872,0.3457697857327524,0.006789651003681119
1043,0.12908854055768693,-0.9438201513994993,-0.13289992894003344,-1.875552248572443,0.4213822711394366,-0.0035150282721563286
1045,0.12060682787302657,0.9046198670616512,0.8528749932913193,-1.8171210210629507,-0.5800539263278837,0.005886953524399274
1047,0.12245695379506927,-0.4086486180045701,-0.36643316834698014,-1.197218748405371,0.13089702581239315,-0.012943825513883622
1049,0.13785028684809575,-0.635046081437185,-0.018838815695543243,-1.6342715489819915,0.1913871374074949,-0.004905985217638742
1051,0.14015625564491874,-0.6053982367875466,0.8848927307509191,-3.330584833588146,0.6001169306976806,0.022857324090412634
1053,0.11238769497750045,0.1000568158610271,-0.1670038711266697,-1.4404077484070577,0.05683761329255965,-0.008387909577159514
1055,0.13650008412557924,-0.5528736284256208,0.013517261460793684,-1.6160026834046493,0.12786600049299324,-0.004780582458129068
1057,0.12273182286459683,-0.6752761449539402,0.2974619013998758,-2.480820033162656,0.46118874554839095,0.007164682142019041
1059,0.12802101521458553,-0.30374287087681084,0.2990076647866102,-2.1868218909916193,0.2542592204679339,0.004052997712454598
1061,0.12080139199150963,-1.3417616809763167,0.45775601910016395,-2.8226641251462126,0.5381149691301435,0.01247980159737172
1063,0.12094301261664775,-0.049779682783501755,0.30256248676980846,-2.350565333445098,0.3430179029890068,0.005862192661083343
1065,0.122793451458314,-1.2393741432427663,0.5006972266760723,-2.623126243922258,0.36021775323329397,0.010804526824431004
1067,0.12355621907425007,-0.53876232628155,0.6826300177572131,-2.874708483921995,0.3992918552282898,0.015394476995909567
1069,0.11257652763028148,0.2793411732149975,-0.3492465812568013,-1.2514461212618233,0.14242344377144445,-0.01226113801366746
1071,0.13349461450107292,-0.8570555166812599,0.015116045573049242,-1.9342958815079192,0.37604482728235133,-0.001412792234111837
1073,0.10017970797213671,0.3325803655941817,-0.3273858678319419,-0.9912744012065655,-0.06031554456557009,-0.014770272715541655
1075,0.12337824068837655,-0.6037004135378221,0.41607107779126906,-2.366186761383693,0.2535364007366425,0.0071607350084295085
1077,0.130583574429588,-0.4861371615733745,0.004818949991269861,-1.9927485624417152,0.39818626899070786,-0.0009623309292119409
1079,0.13210798576233085,-0.8705504288203603,0.8392625387366293,-3.1165010821050165,0.4477444137425124,0.019559403813118825
1081,0.1381047199043639,-0.7023844150866099,0.09624529696363737,-1.9331664970746676,0.29294050075210354,-0.0005674851306340933
1083,0.13108560490957544,-0.18451191812877132,0.31251759960164716,-2.6389726066841757,0.6071672061077171,0.009217350187854745
1085,0.12204076535762276,1.0655698804812985,0.9362802370158851,-3.0873878410248023,0.3122336136188508,0.020411965614825167
1087,0.13192342487391429,0.33803604000912646,0.6825966196511768,-2.676168960259373,0.2826193054122239,0.01321106995241883
1089,0.1074811743770887,0.35989109174057177,-0.4692186339242066,-0.8027741129376986,-0.04958475572801602,-0.018037642456451897
1091,0.11923764240426848,-0.13569686341829978,0.15317646508483662,-1.7569796861284126,0.02767117725559487,-0.0019017638762177658
1093,0.1255784075757438,0.12793070736067946,0.21207984668070168,-1.7897344473119414,0.026227604735518106,-0.0009727208000773757
1095,0.13255367295887943,-0.019543555352752318,-0.08678739026748428,-1.9829138681948022,0.5055525638887559,-0.00189353415024196
1097,0.08394520098609082,-0.33994716626791766,-0.5186288403082329,-1.0232371758722492,-0.043729642461853846,-0.01631094808031497
1099,0.11471795158375375,-0.32545827215965106,-0.2043369331441336,-1.2015391294232236,-0.06369199254095959,-0.011266566432682534
1101,0.10655763755109682,0.5429173805330478,-0.3775682240721778,-0.877418055661594,-0.07282656930418518,-0.016385613918696862
1103,0.1283770701103304,0.06996551107816273,0.20704692039184014,-2.039695005588682,0.23868104341926433,0.0017012798855133848
1105,0.12489526561272335,-0.4037187332654457,0.43189532633762795,-2.6062800168489053,0.42643791322103386,0.009872122335807365
1107,0.12066508349051208,-1.5879120417705006,0.5049342428240733,-2.7929296556543637,0.4827509370592731,0.012638426313689388
1109,0.11967873283063035,0.1244189396661266,-0.20298100366316074,-1.435827183644478,0.16509180637569454,-0.00883573948621641
1111,0.14766297490549363,-1.2519359550799969,0.4098884946333925,-2.4100941980518042,0.422947556419051,0.007476503535275514
1113,0.13707431708280815,0.46337510176091,1.0392720971598601,-3.3199966732614383,0.46235547394606336,0.024029151613091493
1115,0.14552582394573577,-0.853398320133536,0.7817796475753314,-3.430279159234506,0.7846761581991935,0.023005342184119648
1117,0.1393570146851486,0.4455957030573554,0.8214876343979771,-2.7354817866158565,0.2161819517763952,0.015864051791807388
1119,0.11936084520449697,-0.8390516942380355,-0.019273460224722427,-1.862139305323307,0.2814397889764786,-0.0025633581385000603
1121,0.13900301620433098,0.18323402098310293,0.45606993522882,-2.0315140877702254,0.0326561957655791,0.004105190223030908
1123,0.13861420803213953,-0.7749656702131902,0.16751554359513143,-1.909395077283671,0.21594104781823553,-0.00015824872430458825
1125,0.11400141551713983,-0.2634098164598697,-0.4427520205013802,-1.0800763561684357,0.09473039656149318,-0.014901987965557195
1127,0.11920903714150999,-0.8379186832255581,-0.3347244823772355,-2.368658692651704,0.9969703387010309,-0.00040467585833847686
1129,0.11291826522836779,0.32856019853657603,0.8691180986174496,-2.1302843885094624,-0.4269717208036261,0.009391219929816286
1131,0.11879749183840715,0.5258121253801429,0.1394366299685812,-1.5009891377282703,-0.15393775139054267,-0.004700541105170375
1133,0.12750642569678838,0.5108022598433459,0.45628876937311436,-2.183567759270799,0.09521578971658506,0.00568424406982726
2013,0.05624383814686329,-0.8311649355450368,-0.8311649355450368,-0.8311614736551176,-0.1372355641743983,-0.02136393026537231
2016,0.04009590936455698,-0.8770557227965714,-0.8770557227965714,-0.877056249278696,-0.19131023167776595,-0.02136393026537231
2020,0.04907187747820174,-0.7320901712663974,-0.9048715357983905,-0.9149714521179186,-0.23556460803009216,-0.02126311693031213
2050,0.053698278464886506,-0.8493355549189507,-0.8493355549189507,-0.8493349574820286,-0.15864778002938618,-0.02136393026537231
2060,0.044972192633463415,-0.8937928691295283,-0.8675964776930112,-0.8937928419280539,-0.19236593286625636,-0.02110119669089605
2068,0.06809990203568983,-0.8655288139959527,-0.8655288139959527,-0.8655265086363606,-0.17772715662135452,-0.02136393026537231
2070,0.05286938881032821,-0.852362757505043,-0.852362757505043,-0.8523571403912578,-0.1622121769707996,-0.02136393026537231
2090,0.050243370161040524,-0.9058000286159884,-0.9058000286159884,-0.9057947399183197,-0.22517423457376617,-0.02136393026537231
2100,0.05314596298893193,-0.787210033433805,-0.8332619429687993,-0.85400585317712,-0.13931077036677397,-0.021154862395559526
2110,0.03823112565286557,-0.884810249190271,-0.8851608326037486,-0.8851492377887293,-0.20082370510404735,-0.02136393026537231
2122,0.05280481945399984,-0.8787642180026811,-0.8787642180026811,-0.8787576589597168,-0.19331965843556453,-0.02136393026537231
2130,0.049744582023025785,-0.8317321596508109,-0.8209026045653878,-0.8546520029596216,-0.15590511769805193,-0.021024922796338164
